sub,sex,age,age_group,cond,acc_0.1,acc_0.15,acc_0.2,acc_0.25,acc_0.3,rt_0.1,rt_0.15,rt_0.2,rt_0.25,rt_0.3,fast,slow
6024,F,4.39,4yrold,complete,0.6428571428571429,0.75,1.0,1.0,1.0,7.089322222222222,6.450783333333334,6.4858,5.503899999999999,5.45895,0.6964285714285714,1.0
6025,M,4.54,4yrold,perturbed,0.8888888888888888,0.8333333333333334,0.8,0.75,1.0,11.695,8.3052,7.29425,6.2441666666666675,18.936999999999998,0.8611111111111112,0.775
6026,M,4.92,4yrold,deleted,0.75,0.625,0.8,1.0,0.7,7.1215,5.93426,4.680975,2.415033333333333,5.874057142857143,0.6875,0.9
6027,F,4.12,4yrold,complete,0.3232823190553372,0.4166666666666667,0.5555555555555556,1.0,0.6666666666666666,,9.37922,7.34854,2.8135,3.9788,0.3699744928610019,0.7777777777777778
6028,F,4.52,4yrold,perturbed,0.9444444444444444,1.0,0.75,1.0,1.0,5.3889,3.5747666666666666,3.8056666666666668,2.1631,4.2673000000000005,0.9722222222222222,0.875
6029,F,4.36,4yrold,deleted,0.3232823190553372,0.5555555555555556,0.4444444444444444,0.6,0.5714285714285714,,7.9726799999999995,6.9953,11.593133333333334,5.905875,0.4394189373054464,0.5222222222222221
6030,F,3.96,3yrold,complete,0.6666666666666666,0.7777777777777778,1.0,0.75,1.0,18.744875,20.480285714285714,7.182666666666666,6.252,6.901,0.7222222222222222,0.875
6031,M,3.73,3yrold,perturbed,0.6666666666666666,0.5555555555555556,0.8,0.8,0.625,3.497855,4.086791,3.8532824999999997,6.201585,6.357468,0.6111111111111112,0.8
6033,F,3.41,3yrold,complete,0.7142857142857143,0.75,0.5714285714285714,1.0,1.0,7.167629,10.21681,5.73912125,6.1980216666666665,11.390635,0.7321428571428572,0.7857142857142857
6035,F,3.79,3yrold,deleted,0.6,1.0,0.6,0.75,0.4444444444444444,7.733521666666667,28.895465,16.060886666666665,8.22385,5.86747,0.8,0.675
6036,M,3.05,3yrold,complete,0.75,1.0,1.0,0.8333333333333334,1.0,7.147749999999999,3.691333333333333,3.9053333333333335,4.8198,4.9635,0.875,0.9166666666666667
6037,M,3.06,3yrold,perturbed,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.5,,,,,7.1438,0.3232823190553372,0.3232823190553372
6038,M,3.36,3yrold,deleted,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.6,,,,,8.315666666666667,0.3232823190553372,0.3232823190553372
6039,F,3.95,3yrold,complete,0.5,0.7,0.8333333333333334,1.0,0.5714285714285714,8.433445,9.439964285714286,5.940225,6.446328333333334,4.18059625,0.6,0.9166666666666667
6040,M,3.53,3yrold,perturbed,0.3232823190553372,0.3232823190553372,0.625,0.5714285714285714,0.75,,,11.3414,9.729875,12.669833333333331,0.3232823190553372,0.5982142857142857
6041,M,3.62,3yrold,deleted,0.6363636363636364,0.8333333333333334,0.8333333333333334,0.8,1.0,6.841114285714285,10.152080000000002,7.96116,7.226075,14.5439,0.7348484848484849,0.8166666666666667
6042,M,3.85,3yrold,complete,0.8461538461538461,0.75,1.0,1.0,0.6666666666666666,5.232336363636364,2.8743000000000003,2.911766666666667,2.7933,22.31635,0.7980769230769231,1.0
6043,F,4.25,4yrold,perturbed,0.6923076923076923,0.75,1.0,0.6,0.6,6.236999999999999,5.9753333333333325,6.22,7.393000000000001,6.427666666666667,0.7211538461538461,0.8
6044,F,3.83,3yrold,deleted,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.5,,,,,6.20457,0.3232823190553372,0.3232823190553372
6045,M,5.52,5yrold,deleted,0.3333333333333333,0.75,1.0,0.8333333333333334,0.5454545454545454,3.0321,4.060533333333334,3.5370333333333335,4.21478,4.568716666666667,0.5416666666666666,0.9166666666666667
6046,F,5.02,5yrold,complete,1.0,1.0,1.0,1.0,0.75,3.6717117647058823,2.5713666666666666,2.2333666666666665,3.8166999999999995,4.781066666666667,1.0,1.0
6047,M,5.74,5yrold,perturbed,0.8666666666666667,0.7142857142857143,1.0,1.0,1.0,6.089392307692307,6.52898,5.6224,5.698899999999999,6.2956,0.7904761904761906,1.0
6048,F,5.01,5yrold,deleted,0.7,1.0,1.0,1.0,0.5,5.366271428571429,4.875066666666666,5.187333333333334,5.0683,5.5476,0.85,1.0
6049,M,5.72,5yrold,complete,0.8421052631578947,1.0,1.0,1.0,1.0,5.838625,6.796666666666667,4.229233333333333,6.081500000000001,5.17395,0.9210526315789473,1.0
6050,M,5.9,5yrold,perturbed,0.7142857142857143,0.8333333333333334,0.8,1.0,1.0,5.49716,4.9261800000000004,5.84165,4.388066666666667,4.65535,0.7738095238095238,0.9
6051,F,5.2,5yrold,deleted,1.0,1.0,0.8,1.0,0.6666666666666666,6.916542857142857,9.724266666666667,6.873125,6.504333333333332,7.1717125,1.0,0.9
6052,M,5.16,5yrold,complete,0.8,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.0,4.9370875,12.504275,4.97966,5.42982,2.1906,0.7333333333333334,0.8333333333333334
6053,M,5.95,5yrold,perturbed,1.0,0.7142857142857143,0.7,0.7777777777777778,1.0,5.3835499995,4.7737800002,4.561457142857143,4.684728571714286,4.4597999999999995,0.8571428571428572,0.7388888888888889
6054,F,5.66,5yrold,deleted,0.75,0.7142857142857143,0.8,0.75,1.0,5.347777777777777,5.09632,8.388225,6.437266666666667,5.088749999999999,0.7321428571428572,0.775
6055,M,5.87,5yrold,complete,1.0,0.8,1.0,1.0,1.0,5.057170588235294,4.6164,4.359133333333333,4.964766666666667,4.4968,0.9,1.0
6056,M,5.72,5yrold,perturbed,0.8421052631578947,1.0,1.0,1.0,1.0,4.46181875,4.216466666666666,4.6014333333333335,4.3546000000000005,5.215450000000001,0.9210526315789473,1.0
6057,M,5.57,5yrold,deleted,0.3232823190553372,0.5555555555555556,0.75,0.6363636363636364,1.0,,6.03106,5.489283333333333,5.747157142857143,6.12875,0.4394189373054464,0.6931818181818181
6058,F,5.38,5yrold,complete,0.8,0.7142857142857143,1.0,1.0,1.0,5.1339250000000005,7.35348,5.109633333333333,5.492933333333333,5.4425,0.7571428571428571,1.0
6059,M,5.77,5yrold,perturbed,0.8333333333333334,1.0,0.8,0.8,0.6,4.56777,4.052233333333334,5.604,5.0664,4.7969,0.9166666666666667,0.8
6060,M,4.54,4yrold,complete,0.8461538461538461,0.7777777777777778,1.0,1.0,1.0,3.4963636363636366,7.748857142857143,6.333666666666667,1.3413333333333333,1.55,0.811965811965812,1.0
6061,F,4.52,4yrold,perturbed,0.6363636363636364,0.75,0.6666666666666666,1.0,1.0,6.8132,6.439266666666666,6.189225,7.097266666666667,7.2247,0.6931818181818181,0.8333333333333333
6062,M,4.8,4yrold,deleted,0.75,0.8333333333333334,0.7,1.0,0.6666666666666666,5.794833333333333,5.6608,6.015285714285715,5.605999999999999,3.2965,0.7916666666666667,0.85
6063,F,4.99,4yrold,complete,0.8,1.0,1.0,0.7142857142857143,1.0,5.789083333333333,4.809966666666667,5.169933333333334,5.723999999999999,5.56645,0.9,0.8571428571428572
6064,M,4.61,4yrold,perturbed,0.75,0.6666666666666666,0.7142857142857143,1.0,1.0,7.022833333333334,6.5073,11.125,7.5477,18.62775,0.7083333333333333,0.8571428571428572
6065,M,4.84,4yrold,deleted,1.0,0.7142857142857143,1.0,0.5714285714285714,0.6,4.8473,4.905279999999999,5.1687666666666665,5.0132,5.075,0.8571428571428572,0.7857142857142857
6066,M,4.33,4yrold,complete,0.6428571428571429,1.0,1.0,0.75,1.0,5.295355555555556,4.7843333333333335,6.385266666666666,6.494199999999999,6.12425,0.8214285714285714,0.875
6067,M,4.83,4yrold,perturbed,0.5882352941176471,1.0,1.0,1.0,0.75,8.862739999999999,5.730766666666667,7.102666666666667,4.378166666666666,4.365333333333333,0.7941176470588236,1.0
6068,F,4.3,4yrold,deleted,0.5384615384615384,0.5714285714285714,1.0,0.75,0.6666666666666666,6.345742857142858,6.305125,4.821566666666667,4.680499999999999,5.4107,0.554945054945055,0.875
6069,M,4.5,4yrold,complete,0.631578947368421,1.0,1.0,1.0,1.0,4.633933333333333,4.9075,8.843366666666666,1.0912333333333333,2.4882999999999997,0.8157894736842105,1.0
6070,F,4.69,4yrold,perturbed,0.625,0.6666666666666666,1.0,0.8333333333333334,0.75,8.29476,4.9515166666666675,6.785566666666667,4.61892,6.128166666666666,0.6458333333333333,0.9166666666666667
6071,F,4.51,4yrold,deleted,0.8571428571428571,0.6,0.75,1.0,0.6666666666666666,8.407133333333332,7.248633333333333,5.250366666666667,4.6992666666666665,14.494825,0.7285714285714285,0.875
6072,M,4.58,4yrold,complete,0.5882352941176471,1.0,1.0,0.8,1.0,6.4208799999999995,6.371099999999999,7.5630999999999995,10.114375,5.66845,0.7941176470588236,0.9
6073,F,4.96,4yrold,perturbed,0.5,0.6666666666666666,1.0,1.0,1.0,8.667125,5.736,9.588666666666667,5.130999999999999,7.022,0.5833333333333333,1.0
6074,M,4.14,4yrold,deleted,0.6666666666666666,0.375,0.625,0.8333333333333334,1.0,5.93515,7.574633333333334,5.968960000000001,8.436919999999999,5.39965,0.5208333333333333,0.7291666666666667
6075,F,3.64,3yrold,complete,0.6875,0.75,0.8,1.0,1.0,5.2393,5.3328999999999995,2.593825,5.594533333333334,3.8756500000000003,0.71875,0.9
6076,F,3.11,3yrold,perturbed,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.3333333333333333,,,,,6.739,0.3232823190553372,0.3232823190553372
6078,F,3.85,3yrold,complete,0.6875,1.0,0.6666666666666666,1.0,1.0,8.145554545454546,10.2983,8.0271,5.334599999999999,4.14265,0.84375,0.8333333333333333
6079,F,3.85,3yrold,perturbed,0.3232823190553372,0.3232823190553372,0.5,0.6,0.6666666666666666,,,6.7201,6.096266666666668,6.791275,0.3232823190553372,0.55
6080,F,3.88,3yrold,deleted,0.3232823190553372,0.3232823190553372,0.45454545454545453,0.5882352941176471,1.0,,,7.69382,9.52714,11.38275,0.3232823190553372,0.5213903743315508
6081,M,3.46,3yrold,complete,0.5,0.625,1.0,0.8,1.0,6.6688833333333335,5.22126,5.9699333333333335,3.495475,2.6667500000000004,0.5625,0.9
6082,M,3.72,3yrold,perturbed,0.8571428571428571,1.0,0.5714285714285714,0.75,1.0,17.486250000000002,8.643333333333333,7.800000000000001,6.436,29.18,0.9285714285714286,0.6607142857142857
6083,F,3.99,3yrold,deleted,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.5909090909090909,0.625,,,,6.0823,6.640359999999999,0.3232823190553372,0.4570957049822141
6084,M,3.37,3yrold,complete,0.3232823190553372,0.3232823190553372,0.42857142857142855,0.6428571428571429,0.5,,,6.712,7.291222222222221,9.503,0.3232823190553372,0.5357142857142857
6085,F,3.99,3yrold,perturbed,0.42857142857142855,0.625,1.0,1.0,1.0,5.680433333333333,27.63918,5.669766666666667,9.160633333333333,6.2631499999999996,0.5267857142857143,1.0
6086,F,3.77,3yrold,deleted,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.625,0.5263157894736842,,,,5.874729,6.075996999999999,0.3232823190553372,0.4741411595276686
6088,F,3.28,3yrold,perturbed,0.9,0.75,0.6666666666666666,0.6,0.6,4.936511111111112,5.921333333333333,6.023125,9.6322,3.7832333333333334,0.825,0.6333333333333333
6089,F,3.06,3yrold,deleted,0.3232823190553372,0.3232823190553372,0.5263157894736842,0.6666666666666666,1.0,,,9.835899999999999,7.335999999999999,7.611000000000001,0.3232823190553372,0.5964912280701754
6090,M,5.91,5yrold,deleted,0.3232823190553372,0.5,0.5,0.5833333333333334,1.0,,4.1165,6.6285,5.447328571428572,3.89135,0.4116411595276686,0.5416666666666667
6091,M,5.54,5yrold,complete,0.8947368421052632,1.0,1.0,1.0,1.0,5.741235294117647,5.274333333333334,5.317333333333333,14.504333333333333,6.1045,0.9473684210526316,1.0
6092,F,5.54,5yrold,perturbed,0.9473684210526315,1.0,1.0,1.0,1.0,5.566777777777777,4.642666666666667,5.485666666666667,4.9910000000000005,5.726,0.9736842105263157,1.0
6093,F,5.56,5yrold,deleted,0.75,1.0,0.75,0.6,1.0,6.2564166666666665,6.054666666666667,5.633666666666667,5.415666666666667,6.357,0.875,0.675
6094,F,5.15,5yrold,complete,0.4444444444444444,0.6923076923076923,1.0,1.0,1.0,13.440075,4.842355555555556,1.8315333333333335,1.8399,2.0401,0.5683760683760684,1.0
6095,M,5.15,5yrold,perturbed,0.6923076923076923,0.8,1.0,0.8333333333333334,0.6666666666666666,6.452888888888889,6.05705,4.8746,8.281659999999999,5.36165,0.7461538461538462,0.9166666666666667
6097,F,5.63,5yrold,complete,0.8,1.0,1.0,0.8,0.75,5.934,4.193666666666667,6.1419999999999995,4.263,4.542000000000001,0.9,0.9
6098,M,5.52,5yrold,perturbed,0.9333333333333333,1.0,1.0,0.8333333333333334,0.6666666666666666,2.077785714285714,1.7185,1.9266333333333332,1.6867999999999999,2.6393500000000003,0.9666666666666667,0.9166666666666667
6099,F,5.38,5yrold,deleted,0.6111111111111112,0.75,1.0,1.0,1.0,6.812336363636363,6.444566666666667,10.469533333333333,2.829333333333333,4.3364,0.6805555555555556,1.0
6100,F,5.54,5yrold,complete,0.9473684210526315,1.0,1.0,1.0,1.0,3.887544444444445,2.1496,2.1838,2.7839333333333336,1.98235,0.9736842105263157,1.0
6101,M,5.05,5yrold,perturbed,0.5625,1.0,1.0,0.8333333333333334,1.0,5.757044444444444,4.134666666666667,1.8594666666666668,3.89514,12.46905,0.78125,0.9166666666666667
6102,F,5.6,5yrold,deleted,0.625,0.6,1.0,0.7142857142857143,1.0,6.597799999999999,5.889566666666667,7.456099999999999,6.25084,7.39705,0.6125,0.8571428571428572
6103,F,5.52,5yrold,complete,1.0,0.75,1.0,1.0,0.6666666666666666,3.0870411764705885,1.265,2.2718333333333334,2.0603,2.60285,0.875,1.0
6104,F,5.71,5yrold,perturbed,0.8571428571428571,1.0,1.0,1.0,0.7142857142857143,3.0906583333333333,3.4194333333333335,1.1538333333333333,2.799533333333333,2.8158000000000003,0.9285714285714286,1.0
6105,M,4.53,4yrold,complete,0.9285714285714286,1.0,0.7142857142857143,0.75,1.0,6.155469230769231,5.861966666666667,5.714499999999999,5.713233333333334,5.6684,0.9642857142857143,0.7321428571428572
6106,F,4.64,4yrold,perturbed,0.6428571428571429,0.75,1.0,1.0,1.0,4.927566666666667,3.66085,3.282966666666667,3.9736333333333334,4.83635,0.6964285714285714,1.0
6107,M,4.9,4yrold,deleted,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8,5.4276,5.293733333333333,5.114866666666667,5.5003125,8.94625,0.8333333333333333,0.8333333333333333
6108,F,4.87,4yrold,complete,0.3232823190553372,0.3232823190553372,0.625,0.625,0.5454545454545454,,,5.7559,6.32508,4.896416666666666,0.3232823190553372,0.625
6109,F,4.68,4yrold,perturbed,0.8888888888888888,1.0,1.0,1.0,0.6666666666666666,4.8852375,4.6803,4.939,5.0498,4.820399999999999,0.9444444444444444,1.0
6110,M,4.12,4yrold,deleted,0.6,1.0,0.7142857142857143,0.5454545454545454,0.75,8.829366666666667,6.9054,6.65008,6.236833333333333,11.1783,0.8,0.6298701298701299
6112,F,4.44,4yrold,perturbed,0.5,0.8333333333333334,1.0,1.0,0.75,6.561214285714286,7.599340000000001,7.4848333333333334,4.9143333333333326,5.599966666666667,0.6666666666666667,1.0
6113,M,4.87,4yrold,deleted,0.6666666666666666,1.0,1.0,0.5555555555555556,0.5833333333333334,5.5235,4.327333333333334,6.534666666666666,6.3684,6.533428571428572,0.8333333333333333,0.7777777777777778
6114,F,4.21,4yrold,complete,0.5263157894736842,1.0,1.0,1.0,1.0,8.0149,22.215666666666667,5.267,5.503333333333333,4.634,0.763157894736842,1.0
6115,M,4.01,4yrold,perturbed,1.0,1.0,1.0,0.5555555555555556,0.75,4.447749999999999,5.443766666666666,5.242466666666666,5.55276,5.829833333333333,1.0,0.7777777777777778
6116,F,4.23,4yrold,deleted,0.75,0.75,0.8,0.7142857142857143,1.0,7.55991111111111,5.889233333333333,7.428025,6.2782,7.0697,0.75,0.7571428571428571
6117,F,4.41,4yrold,complete,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.5384615384615384,0.5882352941176471,,,,5.484242857142857,6.49452,0.3232823190553372,0.4308719287584378
6118,M,4.38,4yrold,perturbed,0.7333333333333333,0.75,1.0,0.8,0.6666666666666666,8.708927272818181,6.352899999333334,11.651766666333332,5.3593999995,5.691349999,0.7416666666666667,0.9
6119,M,3.95,3yrold,deleted,0.7777777777777778,0.6666666666666666,0.5714285714285714,0.75,0.5,4.487,4.3752,4.1628,4.186466666666667,6.9111,0.7222222222222222,0.6607142857142857
6120,M,3.11,3yrold,complete,0.3232823190553372,1.0,0.6,1.0,0.6363636363636364,,5.118,5.306216666666667,4.8249,5.213042857142858,0.6616411595276686,0.8
6121,F,3.58,3yrold,perturbed,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,4.7073,5.18974,4.860133333333334,4.284133333333333,7.4247250000000005,0.8333333333333333,1.0
6124,F,3.83,3yrold,perturbed,0.3232823190553372,0.5833333333333334,0.6923076923076923,1.0,1.0,,7.006428571428572,7.810777777777777,5.896999999999999,7.068,0.4533078261943353,0.8461538461538461
6126,F,5.94,5yrold,complete,0.3232823190553372,0.5,0.7142857142857143,0.6666666666666666,0.6666666666666666,,6.282242857142857,6.80354,7.006975000000001,8.8104,0.4116411595276686,0.6904761904761905
6128,M,3.13,3yrold,deleted,0.3232823190553372,0.8333333333333334,0.625,0.75,0.5833333333333334,,5.5258400000000005,9.213040000000001,5.8816999999999995,7.151614285714286,0.5783078261943353,0.6875
6129,F,3.87,3yrold,complete,0.8333333333333334,1.0,0.75,0.7142857142857143,0.75,6.26668,8.088166666666666,5.890733333333333,6.19324,6.560866666666667,0.9166666666666667,0.7321428571428572
6130,F,3.35,3yrold,perturbed,0.3232823190553372,0.3232823190553372,1.0,0.8,0.5,,,7.3748,14.383949999999999,9.486033333333333,0.3232823190553372,0.9
6131,M,3.64,3yrold,deleted,0.3232823190553372,0.3232823190553372,0.3232823190553372,0.5,0.45454545454545453,,,,12.808,9.314350000000001,0.3232823190553372,0.4116411595276686
6132,M,3.9,3yrold,complete,0.7692307692307693,0.75,1.0,0.75,1.0,7.7911,5.6003333333333325,6.299333333333333,6.700500000000001,6.78,0.7596153846153846,0.875
6133,F,3.37,3yrold,perturbed,0.6875,0.8333333333333334,1.0,1.0,1.0,5.768245454545454,8.32638,5.318933333333334,5.084233333333334,7.312,0.7604166666666667,1.0
6135,M,3.2,3yrold,deleted,0.8,0.75,0.75,0.6666666666666666,0.5,5.32455,13.825566666666667,4.7123333333333335,5.2442,11.29405,0.775,0.7083333333333333
6136,F,4.77,4yrold,deleted,0.5,1.0,1.0,0.6,0.7142857142857143,4.837,4.803333333333334,4.269666666666667,4.874666666666666,5.6288,0.75,0.8
6137,M,3.99,3yrold,perturbed,0.8421052631578947,1.0,1.0,1.0,1.0,3.5490625,5.153666666666667,1.8706666666666667,2.055,1.9125,0.9210526315789473,1.0
6138,F,4.52,4yrold,perturbed,0.8571428571428571,1.0,0.7142857142857143,0.8333333333333334,0.5714285714285714,4.851833333333333,4.821000000000001,4.6282000000000005,7.7787999999999995,4.887,0.9285714285714286,0.7738095238095238
60682,F,4.3,4yrold,deleted,0.6842105263157895,1.0,1.0,1.0,1.0,1.5992307692307692,4.633566666666666,2.0241000000000002,2.5199333333333334,3.70925,0.8421052631578947,1.0
60972,M,5.13,5yrold,complete,0.8421052631578947,1.0,1.0,1.0,1.0,2.8038625,1.6005333333333336,2.9723333333333333,3.8801,5.4715,0.9210526315789473,1.0
